Motif_ID,Real_Score_Sum,Shuffled_Mean_Score,P_Value,Adj_P_Value
MA0976.3,2880.77446,776.3841101000003,0.009900990099009901,0.016203703703703703
MA0977.1,9490.16,7417.533716000001,0.009900990099009901,0.016203703703703703
MA0978.1,1818.09795,2118.8629406,0.9900990099009901,1.0
MA0980.3,2327.89,2027.5334490000002,0.04950495049504951,0.07575757575757576
MA0986.1,2463.8148,1637.9567139999988,0.009900990099009901,0.016203703703703703
MA0990.2,7764.309,10377.364003,1.0,1.0
MA0992.3,2617.28134,978.0592956999999,0.009900990099009901,0.016203703703703703
MA0994.3,3537.56028,798.0744224000002,0.009900990099009901,0.016203703703703703
MA0995.3,2277.8456,1984.0166820000002,0.04950495049504951,0.07575757575757576
MA1000.3,2959.62208,801.0563877000002,0.009900990099009901,0.016203703703703703
MA1001.4,2735.39714,800.6410642000004,0.009900990099009901,0.016203703703703703
MA1004.2,1829.7187,785.956594,0.009900990099009901,0.016203703703703703
MA1005.3,2701.06792,814.6868137000002,0.009900990099009901,0.016203703703703703
MA1006.2,1455.6227,845.0366020000001,0.009900990099009901,0.016203703703703703
MA1007.1,2412.2976,1853.8724399999985,0.009900990099009901,0.016203703703703703
MA1008.2,1916.0976,1105.6611019999996,0.009900990099009901,0.016203703703703703
MA1009.1,2180.8414,2067.6494990000006,0.22772277227722773,0.3319587628865979
MA1010.2,2492.5156,2639.720394,0.7722772277227723,1.0
MA1012.1,15839.9484,9377.954462400003,0.009900990099009901,0.016203703703703703
MA1013.1,3247.8494,3621.3635209999998,0.9900990099009901,1.0
MA1014.1,3755.9346,4503.965778,1.0,1.0
MA1019.2,2089.9013,963.5360389999998,0.009900990099009901,0.016203703703703703
MA1020.1,4720.2403,4137.946772,0.019801980198019802,0.0311804008908686
MA1021.2,1415.3848,729.9537919999999,0.009900990099009901,0.016203703703703703
MA1023.1,1870.0297,1529.3795279999997,0.019801980198019802,0.0311804008908686
MA1024.2,7008.963,7838.941541999998,1.0,1.0
MA1025.2,4053.1703,1317.8879440000005,0.009900990099009901,0.016203703703703703
MA1026.3,14337.56828,13110.703109500004,0.019801980198019802,0.0311804008908686
MA1028.1,2434.8142000000003,3438.158216,1.0,1.0
MA1030.2,4099.2049,2132.634938000001,0.009900990099009901,0.016203703703703703
MA1032.2,1586.6412,1642.2661740000008,0.6732673267326733,0.9224806201550388
MA1033.1,6861.95646,1606.2052486000002,0.009900990099009901,0.016203703703703703
MA1034.1,1811.6710699999999,623.0242890000002,0.009900990099009901,0.016203703703703703
MA1035.1,1859.452,1043.3396599999996,0.009900990099009901,0.016203703703703703
MA1036.1,2325.1424,3166.623473000001,1.0,1.0
MA1037.2,2017.1588,2116.344484000003,0.7524752475247525,1.0
MA1038.2,2038.3946,2597.4125709999994,1.0,1.0
MA1039.1,3511.1098,2550.1286889999988,0.009900990099009901,0.016203703703703703
MA1040.1,3462.0012,3183.105390999999,0.07920792079207921,0.11940298507462686
MA1041.1,2184.0323,2249.3940220000004,0.6435643564356436,0.8852140077821011
MA1042.1,3153.3226,4463.846355000001,1.0,1.0
MA1043.2,974.3603999999999,2441.897064,1.0,1.0
MA1044.2,2283.4048000000003,2053.4417059999996,0.0594059405940594,0.0903225806451613
MA1045.2,2444.1796,5713.421300999999,1.0,1.0
MA1046.1,3586.906,5531.703518999999,1.0,1.0
MA1047.3,3611.84,3305.2531999999997,0.15841584158415842,0.23333333333333334
MA1048.1,1978.1915,1398.671267,0.009900990099009901,0.016203703703703703
MA1049.2,1918.7812000000001,827.6928669999994,0.009900990099009901,0.016203703703703703
MA1050.1,1985.112,942.318505,0.009900990099009901,0.016203703703703703
MA1051.1,1605.7788,732.8380579999997,0.009900990099009901,0.016203703703703703
MA1053.1,1463.24415,732.1637750000002,0.009900990099009901,0.016203703703703703
MA1054.2,1782.504,1164.0494919999992,0.009900990099009901,0.016203703703703703
MA1055.3,1693.2771,2575.374299,1.0,1.0
MA1056.2,1314.1970000000001,1876.7007269999992,1.0,1.0
MA1059.3,1355.75724,2065.5943455,1.0,1.0
MA1061.2,4259.6539,1297.4101010000004,0.009900990099009901,0.016203703703703703
MA1062.3,2903.03067,1076.3256980999997,0.009900990099009901,0.016203703703703703
MA1063.2,1917.5230999999999,944.276007,0.009900990099009901,0.016203703703703703
MA1064.2,1924.4838,1095.4775420000003,0.009900990099009901,0.016203703703703703
MA1065.3,2873.11475,1064.3453815999997,0.009900990099009901,0.016203703703703703
MA1066.1,1934.04608,907.8934757,0.009900990099009901,0.016203703703703703
MA1067.1,982.66331,754.1744087,0.009900990099009901,0.016203703703703703
MA1068.3,3134.20923,3001.049911299999,0.3069306930693069,0.44195519348268836
MA1069.3,5127.64234,4362.786903800001,0.019801980198019802,0.0311804008908686
MA1070.3,3516.52212,3283.1886030000023,0.18811881188118812,0.2765072765072765
MA1074.2,3620.5461,1920.5464590000006,0.009900990099009901,0.016203703703703703
MA1075.1,3519.501,1909.6572149999995,0.009900990099009901,0.016203703703703703
MA1076.3,4033.4158,2546.9254569999994,0.009900990099009901,0.016203703703703703
MA1078.2,2196.5346,1220.7520260000006,0.009900990099009901,0.016203703703703703
MA1079.3,9105.15936,5159.087339100001,0.009900990099009901,0.016203703703703703
MA1080.1,4839.9001,2938.014985000001,0.009900990099009901,0.016203703703703703
MA1081.3,4783.9273,2552.880731999999,0.009900990099009901,0.016203703703703703
MA1083.3,5018.2661,3088.7926579999994,0.009900990099009901,0.016203703703703703
MA1084.1,3439.0736,1986.9618899999998,0.009900990099009901,0.016203703703703703
MA1087.3,10931.76771,6306.7555368,0.009900990099009901,0.016203703703703703
MA1090.2,2335.8159,1298.1593789999995,0.009900990099009901,0.016203703703703703
MA1091.1,6736.9038,4274.481270000001,0.009900990099009901,0.016203703703703703
MA1093.2,2205.243,1225.5918300000003,0.009900990099009901,0.016203703703703703
MA1094.3,9009.71647,5026.1195996999995,0.009900990099009901,0.016203703703703703
MA1095.1,1500.53962,741.718271,0.009900990099009901,0.016203703703703703
MA1096.1,1392.92877,855.1023851000001,0.009900990099009901,0.016203703703703703
MA1097.1,1163.95379,658.5355679,0.009900990099009901,0.016203703703703703
MA1098.1,1500.53962,741.718271,0.009900990099009901,0.016203703703703703
MA1156.2,21780.63796,8688.6879754,0.009900990099009901,0.016203703703703703
MA1157.2,11591.20064,6303.0905715,0.009900990099009901,0.016203703703703703
MA1158.2,11605.95388,6218.753334700004,0.009900990099009901,0.016203703703703703
MA1159.2,27236.47206,10011.454549900005,0.009900990099009901,0.016203703703703703
MA1160.2,21285.77259,6591.7197983,0.009900990099009901,0.016203703703703703
MA1161.1,36641.99888,26557.617259000006,0.009900990099009901,0.016203703703703703
MA1162.1,32738.21054,22519.898963599993,0.009900990099009901,0.016203703703703703
MA1163.3,5985.3817,7805.520982,1.0,1.0
MA1164.2,6144.4677,5077.949214999998,0.009900990099009901,0.016203703703703703
MA1165.3,6518.4732,4982.33688,0.009900990099009901,0.016203703703703703
MA1166.2,8787.02632,7852.045320699998,0.009900990099009901,0.016203703703703703
MA1167.2,5674.8892,7113.685613,1.0,1.0
MA1168.2,7144.398099999999,7795.433599,0.9801980198019802,1.0
MA1169.1,4908.8899,5937.174737999999,1.0,1.0
MA1170.2,3329.12866,4068.2138106999996,1.0,1.0
MA1171.2,2024.2838000000002,2502.8823269999993,0.9900990099009901,1.0
MA1172.2,5107.7727,4490.2261960000005,0.019801980198019802,0.0311804008908686
MA1173.2,5340.2678,4413.046570999998,0.009900990099009901,0.016203703703703703
MA1174.2,3951.8775,6717.674404000001,1.0,1.0
MA1175.2,3835.6995,6129.078171000001,1.0,1.0
MA1176.2,2703.6212,3516.2590910000004,1.0,1.0
MA1177.2,2097.717,2931.7380680000006,1.0,1.0
MA1178.3,3287.1226,2952.1839049999994,0.0297029702970297,0.046255506607929514
MA1179.2,1854.083,2292.4411950000012,0.9900990099009901,1.0
MA1180.2,4348.6366,3819.9401410000005,0.009900990099009901,0.016203703703703703
MA1181.2,5761.2288,7865.399038000003,1.0,1.0
MA1182.2,11572.929610000001,11939.3232892,0.8316831683168316,1.0
MA1183.2,13220.32013,12729.0436873,0.10891089108910891,0.16244725738396626
MA1184.2,12394.2689,13084.576208999993,0.9504950495049505,1.0
MA1185.2,11548.52698,12198.191845400002,0.9306930693069307,1.0
MA1186.2,7872.665,8048.945907999999,0.7227722772277227,0.9751908396946565
MA1187.2,14823.770190000001,12745.637009400003,0.009900990099009901,0.016203703703703703
MA1188.1,13642.3461,11197.305896,0.009900990099009901,0.016203703703703703
MA1189.2,11312.4558,11548.904323,0.7029702970297029,0.9521072796934866
MA1190.2,14179.957049999999,12896.802963599994,0.019801980198019802,0.0311804008908686
MA1191.2,12006.4904,12161.882553999996,0.6435643564356436,0.8852140077821011
MA1192.2,6809.274,7388.676918000003,0.9801980198019802,1.0
MA1193.2,10116.6948,11100.016377999998,1.0,1.0
MA1194.2,11984.7103,12261.804611,0.7524752475247525,1.0
MA1195.2,10569.4996,10725.596300000001,0.693069306930693,0.9459459459459459
MA1196.2,13275.3639,10244.598135999993,0.009900990099009901,0.016203703703703703
MA1197.2,2481.1499,1644.0259780000001,0.009900990099009901,0.016203703703703703
MA1198.2,9231.0576,10446.929017999999,1.0,1.0
MA1199.1,8706.12123,6193.743802599996,0.009900990099009901,0.016203703703703703
MA1203.1,8985.75813,5858.4903379,0.009900990099009901,0.016203703703703703
MA1204.1,13789.5436,10010.292279699997,0.009900990099009901,0.016203703703703703
MA1205.1,15182.74348,10086.373514400002,0.009900990099009901,0.016203703703703703
MA1207.2,8045.1854,4731.776924999997,0.009900990099009901,0.016203703703703703
MA1208.2,10732.1359,10219.564647999998,0.07920792079207921,0.11940298507462686
MA1209.2,18998.1892,20031.870613000003,0.9603960396039604,1.0
MA1210.3,9629.8164,10215.786799000005,0.9603960396039604,1.0
MA1211.2,15135.5349,15979.816331999995,0.9801980198019802,1.0
MA1212.2,11308.6572,13540.946124,1.0,1.0
MA1213.3,10723.876400000001,11693.519722000003,0.9900990099009901,1.0
MA1214.2,13378.3783,13667.360583999995,0.6732673267326733,0.9224806201550388
MA1215.2,17761.3072,17822.600921,0.5445544554455446,0.7593688362919133
MA1218.2,2344.1856,1959.402035,0.0297029702970297,0.046255506607929514
MA1219.3,2328.1843,1352.193841,0.009900990099009901,0.016203703703703703
MA1220.2,2542.7262,1668.2186840000004,0.009900990099009901,0.016203703703703703
MA1221.1,3951.83328,757.5759576999999,0.009900990099009901,0.016203703703703703
MA1222.1,5042.65131,1045.5979155999996,0.009900990099009901,0.016203703703703703
MA1223.2,2214.33273,1720.3754679999995,0.009900990099009901,0.016203703703703703
MA1225.1,5714.18324,691.752771,0.009900990099009901,0.016203703703703703
MA1226.2,4956.07701,990.2537167,0.009900990099009901,0.016203703703703703
MA1227.3,2275.4444,1981.3075489999994,0.04950495049504951,0.07575757575757576
MA1228.2,3361.59115,726.3959423,0.009900990099009901,0.016203703703703703
MA1229.2,2482.2711,1697.385571,0.009900990099009901,0.016203703703703703
MA1230.2,2248.5605,1687.5145749999992,0.009900990099009901,0.016203703703703703
MA1231.3,2006.0455,815.5460969999999,0.009900990099009901,0.016203703703703703
MA1232.2,2467.4083,967.230442,0.009900990099009901,0.016203703703703703
MA1233.3,2271.9252,1505.1255370000008,0.009900990099009901,0.016203703703703703
MA1234.2,2049.5459,1307.1731519999998,0.009900990099009901,0.016203703703703703
MA1235.1,2112.7877,2076.4117979999996,0.43564356435643564,0.6147704590818363
MA1238.3,2346.6738,1791.6013020000005,0.009900990099009901,0.016203703703703703
MA1239.2,4271.16652,712.6500272999999,0.009900990099009901,0.016203703703703703
MA1240.2,3341.48639,827.0286492999996,0.009900990099009901,0.016203703703703703
MA1241.2,2193.53061,1575.4271179999996,0.009900990099009901,0.016203703703703703
MA1242.1,4397.18156,953.5005026999997,0.009900990099009901,0.016203703703703703
MA1243.2,2633.6066,2027.0712419999995,0.009900990099009901,0.016203703703703703
MA1244.2,2948.3796,878.8511931,0.009900990099009901,0.016203703703703703
MA1245.3,2727.1835,784.2409350000003,0.009900990099009901,0.016203703703703703
MA1246.2,3449.7433,793.6126470000003,0.009900990099009901,0.016203703703703703
MA1247.2,3035.22772,768.6499697000003,0.009900990099009901,0.016203703703703703
MA1248.2,2893.6824,1179.7956020000006,0.009900990099009901,0.016203703703703703
MA1250.2,5101.395,953.8058716999994,0.009900990099009901,0.016203703703703703
MA1251.2,2323.4851,1526.4587851000001,0.009900990099009901,0.016203703703703703
MA1252.2,3180.84927,832.4543197999997,0.009900990099009901,0.016203703703703703
MA1253.2,2310.7778,1813.7862169999999,0.009900990099009901,0.016203703703703703
MA1256.2,2626.48507,917.7726694999998,0.009900990099009901,0.016203703703703703
MA1257.2,5502.6214,710.4664083999998,0.009900990099009901,0.016203703703703703
MA1258.2,2767.9224,1696.1943619999997,0.009900990099009901,0.016203703703703703
MA1259.2,2634.19647,1456.9051365999999,0.009900990099009901,0.016203703703703703
MA1260.2,2687.40949,1345.9928579,0.009900990099009901,0.016203703703703703
MA1261.2,2618.9466,1066.623848,0.009900990099009901,0.016203703703703703
MA1262.2,3931.03163,796.4952067000004,0.009900990099009901,0.016203703703703703
MA1263.2,2610.2412,1190.6184039999998,0.009900990099009901,0.016203703703703703
MA1264.2,3795.18205,721.7661264000001,0.009900990099009901,0.016203703703703703
MA1265.3,2210.9669,1323.243066,0.009900990099009901,0.016203703703703703
MA1266.2,2686.8785,826.8028289999999,0.009900990099009901,0.016203703703703703
MA1267.2,74002.6254,19842.673497,0.009900990099009901,0.016203703703703703
MA1268.2,68494.77307,19096.289039200004,0.009900990099009901,0.016203703703703703
MA1269.2,15213.5914,12579.299584999999,0.009900990099009901,0.016203703703703703
MA1270.2,35819.2841,14195.964156999995,0.009900990099009901,0.016203703703703703
MA1273.2,24997.206,10262.311738999997,0.009900990099009901,0.016203703703703703
MA1274.1,161149.58674,26072.525835600005,0.009900990099009901,0.016203703703703703
MA1275.2,10724.9403,10374.361784,0.09900990099009901,0.14861995753715498
MA1276.2,14927.0,9959.0,0.009900990099009901,0.016203703703703703
MA1277.2,34759.6996,13720.009292999997,0.009900990099009901,0.016203703703703703
MA1278.2,50453.6799,15672.112123000004,0.009900990099009901,0.016203703703703703
MA1279.2,38387.9529,14592.752722000003,0.009900990099009901,0.016203703703703703
MA1280.2,15458.0118,10313.280600000004,0.009900990099009901,0.016203703703703703
MA1281.2,82048.83351,18704.541120200007,0.009900990099009901,0.016203703703703703
MA1282.2,1433.60532,881.0503054999998,0.009900990099009901,0.016203703703703703
MA1283.2,558.6518044,59.893377773999994,0.009900990099009901,0.016203703703703703
MA1284.2,1832.36601,809.6546131999996,0.009900990099009901,0.016203703703703703
MA1285.2,2413.61494,949.7566643999997,0.009900990099009901,0.016203703703703703
MA1286.2,1830.9062000000001,1102.2844989999996,0.009900990099009901,0.016203703703703703
MA1287.2,2606.68141,1118.1988759000005,0.009900990099009901,0.016203703703703703
MA1288.2,2411.10616,1061.3892853,0.009900990099009901,0.016203703703703703
MA1289.2,1661.54421,1020.3603041000003,0.009900990099009901,0.016203703703703703
MA1290.1,1865.21088,990.9669685999996,0.009900990099009901,0.016203703703703703
MA1291.1,2192.83354,1029.4005680999999,0.009900990099009901,0.016203703703703703
MA1292.2,4861.63712,5869.470914499998,1.0,1.0
MA1293.2,3504.63684,4359.289730699999,1.0,1.0
MA1294.2,4250.3614,4558.945873,0.9207920792079208,1.0
MA1295.2,4511.894,2518.868191000001,0.009900990099009901,0.016203703703703703
MA1296.2,6310.46122,3369.5055998000003,0.009900990099009901,0.016203703703703703
MA1297.2,7977.4391,4266.5345117000015,0.009900990099009901,0.016203703703703703
MA1298.2,9241.586,5552.172490000003,0.009900990099009901,0.016203703703703703
MA1299.2,8736.63394,4491.132573700002,0.009900990099009901,0.016203703703703703
MA1300.2,4791.2239,3055.167481999999,0.009900990099009901,0.016203703703703703
MA1301.2,8708.465,5032.152625999999,0.009900990099009901,0.016203703703703703
MA1302.2,7185.88156,4038.3657003000026,0.009900990099009901,0.016203703703703703
MA1303.2,8111.15784,4816.9095386,0.009900990099009901,0.016203703703703703
MA1304.2,10592.9207,6533.399393,0.009900990099009901,0.016203703703703703
MA1305.2,5640.9376999999995,3466.2089009999995,0.009900990099009901,0.016203703703703703
MA1306.2,8480.01501,4742.262697000002,0.009900990099009901,0.016203703703703703
MA1307.3,4696.9357,2516.5983429999997,0.009900990099009901,0.016203703703703703
MA1308.2,5516.54221,3482.3121735999994,0.009900990099009901,0.016203703703703703
MA1309.1,9217.846,4947.390014000001,0.009900990099009901,0.016203703703703703
MA1310.2,4884.8385,3120.160168000001,0.009900990099009901,0.016203703703703703
MA1311.3,2231.3859,1240.1210790000002,0.009900990099009901,0.016203703703703703
MA1312.2,5126.2718,3057.9464789999997,0.009900990099009901,0.016203703703703703
MA1313.2,8312.60423,4291.6801645,0.009900990099009901,0.016203703703703703
MA1314.2,7173.78803,4086.1040797000005,0.009900990099009901,0.016203703703703703
MA1315.2,8090.47022,4449.390957300002,0.009900990099009901,0.016203703703703703
MA1316.2,9938.68951,5865.910292499999,0.009900990099009901,0.016203703703703703
MA1317.2,9891.09164,6375.892303099998,0.009900990099009901,0.016203703703703703
MA1318.2,8089.65247,4471.2759937,0.009900990099009901,0.016203703703703703
MA1320.2,1323.69898,1999.327554,1.0,1.0
MA1321.2,1374.756,2219.6154719999995,1.0,1.0
MA1322.3,850.317,1301.5082819999984,1.0,1.0
MA1323.2,4463.5112,3162.9430330000005,0.009900990099009901,0.016203703703703703
MA1324.1,3410.1971,2530.675402,0.009900990099009901,0.016203703703703703
MA1325.2,2934.3799,4093.3526299999985,1.0,1.0
MA1326.2,6497.3976,7726.780341000001,1.0,1.0
MA1328.1,25280.0432,23800.653894000006,0.009900990099009901,0.016203703703703703
MA1329.3,17991.8331,18325.897486999995,0.7524752475247525,1.0
MA1330.2,20621.5973,21453.025182999998,0.9108910891089109,1.0
MA1331.2,3637.43931,1359.9292293999997,0.009900990099009901,0.016203703703703703
MA1332.2,2837.92409,1235.8577345000006,0.009900990099009901,0.016203703703703703
MA1333.2,5462.80328,1539.377205,0.009900990099009901,0.016203703703703703
MA1334.2,3492.62157,1687.5357706000002,0.009900990099009901,0.016203703703703703
MA1335.1,4155.22738,2816.1144806,0.009900990099009901,0.016203703703703703
MA1336.2,3147.16721,2915.1292040000008,0.1485148514851485,0.2196652719665272
MA1337.2,3229.34794,1645.1662906999998,0.009900990099009901,0.016203703703703703
MA1338.3,7565.04932,1627.1972956999994,0.009900990099009901,0.016203703703703703
MA1339.1,2611.67439,1154.0622215000003,0.009900990099009901,0.016203703703703703
MA1340.2,4874.95442,1737.4353655999987,0.009900990099009901,0.016203703703703703
MA1341.2,3431.57548,1690.8494108,0.009900990099009901,0.016203703703703703
MA1343.2,1417.9697,1872.5654000000002,1.0,1.0
MA1344.2,6872.39111,2091.9690428999997,0.009900990099009901,0.016203703703703703
MA1345.2,3283.98527,1612.2100659000002,0.009900990099009901,0.016203703703703703
MA1346.2,3666.95392,2719.1399844000007,0.009900990099009901,0.016203703703703703
MA1348.1,3140.16647,2656.0931375000005,0.009900990099009901,0.016203703703703703
MA1349.2,6015.08948,1596.2776124000002,0.009900990099009901,0.016203703703703703
MA1350.1,2293.98758,1029.0384976999999,0.009900990099009901,0.016203703703703703
MA1351.3,4473.1596,1705.3963509999999,0.009900990099009901,0.016203703703703703
MA1352.1,-2572.0287272,-1849.2008582430003,1.0,1.0
MA1353.2,9498.56395,4800.403461800001,0.009900990099009901,0.016203703703703703
MA1354.1,-14287.5731664,-10220.547906897998,1.0,1.0
MA1355.2,7209.16587,4835.422938300001,0.009900990099009901,0.016203703703703703
MA1356.1,3297.7725586,1063.535934564,0.009900990099009901,0.016203703703703703
MA1357.2,5462.07544,3176.8801537999993,0.009900990099009901,0.016203703703703703
MA1358.2,4334.9163,2532.639909000001,0.009900990099009901,0.016203703703703703
MA1361.2,4496.46035,1838.7358879999997,0.009900990099009901,0.016203703703703703
MA1362.2,4097.79,2059.025829,0.009900990099009901,0.016203703703703703
MA1363.1,3927.35973,1201.6066574999998,0.009900990099009901,0.016203703703703703
MA1364.2,5618.4455,1433.6053750000003,0.009900990099009901,0.016203703703703703
MA1365.3,6240.0,5268.12,0.009900990099009901,0.016203703703703703
MA1366.2,9420.651,8679.945325999997,0.019801980198019802,0.0311804008908686
MA1367.2,5926.0176,3365.7759619999997,0.009900990099009901,0.016203703703703703
MA1368.3,6158.67429,6490.337294000001,0.8217821782178217,1.0
MA1369.2,11353.2942,14943.812868,1.0,1.0
MA1370.2,13398.01267,5352.661237100002,0.009900990099009901,0.016203703703703703
