motif_id,Odds_Ratio,P_Value,Foreground_Count,Background_Count,Adj_P_Value,motif_alt_id
MA0576.2,1.0777150520622856,0.5389818205688213,172,149,0.9291186563955205,RAX3
MA0577.4,1.0490791692181223,0.7804105675519668,109,97,0.9919760894556418,SPL3
MA0578.1,0.9948412923830999,0.9511870721806155,552,518,1.0,SPL8
MA0579.2,1.0040306511524932,1.0,57,53,1.0,CDC5
MA0580.1,1.1714943252888306,0.03423000627431143,404,322,0.33198417044126705,DYT1
MA0584.2,1.050352164170919,0.40326805669769555,639,568,0.8866887706272313,SEP1
MA0585.2,0.8797178081568319,0.07275380998438266,393,417,0.5256091578463563,AGL1
MA0586.3,1.189878593474251,0.4031533859003293,65,51,0.8866887706272313,SPL14
MA0587.2,0.7591453073850556,0.01797042613059406,135,166,0.21205102834100992,TCP16
MA0588.2,0.9088304002552007,0.3783751163729571,184,189,0.8727123486522969,TGA1
MA0589.2,1.1861380776965633,0.07907908704326555,249,196,0.5472706498522384,WRKY1
MA0590.1,1.0318599625212446,0.7641955867458139,210,190,0.9854508966992043,LFY
MA0930.3,1.0705110160228126,0.3452065756279693,438,382,0.857663300107687,ABF3
MA0931.2,1.0375686739278975,0.5733137029019473,539,485,0.9367004837264522,ABI5
MA0932.1,1.0903474545798226,0.006313808571941373,2176,1864,0.11763622286669717,AHL12
MA0933.1,1.0311164364068286,0.3208879392522244,2266,2052,0.857663300107687,AHL20
MA0934.1,0.9867640337162391,0.6914209297785356,1890,1788,0.9548974835667107,AHL25
MA0935.1,0.8538570695510648,0.12257465983700674,193,211,0.6381075621960945,NAC025
MA0936.1,0.9070542978072302,0.4354180210074081,137,141,0.9053561594897231,NAC046
MA0937.1,1.1738800204479802,0.08612077965903875,259,206,0.5593900183357746,NAC055
MA0938.3,1.1473851964469015,0.010514613255322243,779,634,0.1583903443567691,NAC058
MA0939.1,0.9116624248236975,0.48902198469411545,125,128,0.9053561594897231,NAC079
MA0940.1,1.0650205136492135,0.014679219701703888,3261,2860,0.19609221790200665,AP1
MA0941.2,1.0418474011069614,0.5217090591745775,568,509,0.9238814193852523,ABF2
MA0942.2,1.1055951109276385,0.37965452455495396,180,152,0.8727123486522969,ARF1
MA0943.2,1.1055951109276385,0.37965452455495396,180,152,0.8727123486522969,ARF5
MA0946.1,0.9116569371690857,0.23282587916391034,334,342,0.7702837497572361,ARR11
MA0947.1,0.9265271805712364,0.5393612539245183,132,133,0.9291186563955205,ARR14
MA0948.2,0.7667926309585282,0.03844464237385031,115,140,0.3534909974115068,ARR18
MA0949.2,0.9473804834672068,0.4612107055652687,410,404,0.9053561594897231,ARR2
MA0950.1,0.9847353248395765,0.8189722786860119,481,456,0.9979676925639887,ATHB-12
MA0951.1,0.988518611970614,0.8176542687305401,971,917,0.9979676925639887,ATHB-16
MA0952.1,1.019908842638987,0.7167916725357205,780,714,0.9640150301504968,ATHB-51
MA0953.2,1.0500360988233295,0.49276596863558425,451,401,0.9053561594897231,ATHB-6
MA0954.3,1.021890103067443,0.6944002413417046,764,698,0.9548974835667107,ATHB-7
MA0957.1,1.0201454614842167,0.8112799782293685,330,302,0.9979676925639887,BHLH3
MA0958.1,1.0878268649106178,0.27527954437786684,381,327,0.8119327170544471,BHLH13
MA0959.1,1.3694081518558996,0.008743567982531592,176,120,0.1473915745626754,AIB
MA0960.1,1.0200321249321387,0.8176059064959886,354,324,0.9979676925639887,BHLH104
MA0961.2,1.1767300604262063,0.12437689771618793,213,169,0.6381075621960945,bHLH112
MA0962.2,1.0404459149997944,0.748627749650007,185,166,0.981220253557993,bHLH34
MA0963.1,2.6842209219553026,0.0004927741867515201,46,16,0.02907367701833969,bHLH78
MA0964.3,0.9650835346280368,0.6833460874884989,306,296,0.9548974835667107,BIM1
MA0967.1,1.0839526593108593,0.3755354203096418,274,236,0.8727123486522969,BZIP60
MA0968.3,1.0237694534779405,0.7098339425224232,545,497,0.9609224307951733,BZIP68
MA0971.2,1.1430199327840667,0.33058513176369125,131,107,0.857663300107687,DREB1A
MA0972.1,0.9459229910004971,0.31482140898577016,684,675,0.8536741104218064,CCA1
MA0973.2,0.9981619843533723,0.9681004182690911,1298,1214,1.0,CDF2
MA0974.3,0.9436373258779084,0.33632357864383355,558,552,0.857663300107687,CDF3
MA0975.1,0.8630610711327792,0.20824611648703945,147,159,0.7192109779162142,CRF2
MA0976.3,0.759151850663383,0.0014739813529938224,244,300,0.04341718665421965,CRF4
MA0977.1,0.9915997593607244,0.8802787803194827,820,772,1.0,DOF2.5
MA0978.1,1.0511529680199885,0.6797174716653435,152,135,0.9548974835667107,DREB1E
MA0980.3,1.1055951109276385,0.37965452455495396,180,152,0.8727123486522969,RAP2-10
MA0986.1,1.1481958618196113,0.2049086699707582,198,161,0.7129053812278009,DREB2C
MA0990.2,1.0226622583753016,0.6840538603976107,712,650,0.9548974835667107,HDG11
MA0992.3,0.8135879583559644,0.025271369463069834,224,257,0.27109287242202185,ERF4
MA0994.3,0.7958073504887148,0.004380499015619377,295,346,0.09121745008995644,ERF8
MA0995.3,1.1055951109276385,0.37965452455495396,180,152,0.8727123486522969,ERF039
MA1000.3,0.7617579039428318,0.0013320763709243257,253,310,0.04341718665421965,ERF105
MA1001.4,0.7493382197082277,0.0012232478934211199,228,284,0.04341718665421965,ERF076
MA1004.2,0.8465346472901766,0.1533169824883765,146,161,0.6762491810941367,ERF13
