Motif_ID,Real_Score_Sum,Shuffled_Mean_Score,P_Value,Adj_P_Value
MA0976.3,1997.73414,448.6407287,0.009900990099009901,0.01832460732984293
MA0977.1,4942.4666,3726.453077999999,0.009900990099009901,0.01832460732984293
MA0978.1,1063.7051,1181.8849719000002,0.801980198019802,1.0
MA0980.3,1178.6971,1137.3572730000005,0.36633663366336633,0.5498938428874734
MA0986.1,1229.9162,922.2390820000002,0.009900990099009901,0.01832460732984293
MA0990.2,3400.9627,5124.580438000001,1.0,1.0
MA0992.3,1557.24695,572.0498973999998,0.009900990099009901,0.01832460732984293
MA0994.3,2276.5763,462.59715169999987,0.009900990099009901,0.01832460732984293
MA0995.3,1153.271,1112.8979219999999,0.36633663366336633,0.5498938428874734
MA1000.3,2025.09151,470.84894339999994,0.009900990099009901,0.01832460732984293
MA1001.4,1862.7238399999999,460.74144190000027,0.009900990099009901,0.01832460732984293
MA1004.2,942.2281,472.97501499999976,0.009900990099009901,0.01832460732984293
MA1005.3,1783.4303400000001,481.2596576999998,0.009900990099009901,0.01832460732984293
MA1006.2,816.5733,501.38353399999994,0.009900990099009901,0.01832460732984293
MA1007.1,1064.2961,1039.116947,0.3465346534653465,0.5291576673866091
MA1008.2,875.8687,633.6472899999999,0.009900990099009901,0.01832460732984293
MA1009.1,1202.9318,1151.0837730000003,0.37623762376237624,0.5635593220338984
MA1010.2,1210.6127,1416.850802,0.9504950495049505,1.0
MA1012.1,7881.36846,4660.6866162999995,0.009900990099009901,0.01832460732984293
MA1013.1,1663.8995,1881.4461840000001,0.9108910891089109,1.0
MA1014.1,1697.3609999999999,2321.9171030000007,1.0,1.0
MA1019.2,1010.7377,561.441345,0.009900990099009901,0.01832460732984293
MA1020.1,2565.6441,2159.438447,0.019801980198019802,0.035175879396984924
MA1021.2,865.7208,418.8439679999998,0.009900990099009901,0.01832460732984293
MA1023.1,922.8833999999999,859.9018670000004,0.26732673267326734,0.41356673960612694
MA1024.2,3277.8091,3925.020069,1.0,1.0
MA1025.2,2075.5527,750.4607839999999,0.009900990099009901,0.01832460732984293
MA1026.3,7298.97051,6443.904565399999,0.009900990099009901,0.01832460732984293
MA1028.1,1639.1354000000001,1775.9717640000006,0.7623762376237624,1.0
MA1030.2,2526.6199,1152.285449,0.009900990099009901,0.01832460732984293
MA1032.2,861.8862,934.8411739999999,0.7128712871287128,1.0
MA1033.1,2881.538,902.1680428,0.009900990099009901,0.01832460732984293
MA1034.1,1023.1200699999999,357.1822345000001,0.009900990099009901,0.01832460732984293
MA1035.1,924.02384,608.2417269000001,0.009900990099009901,0.01832460732984293
MA1036.1,997.6935,1678.0134539999997,1.0,1.0
MA1037.2,836.1279999999999,1126.786996,1.0,1.0
MA1038.2,928.7218,1391.3851619999998,1.0,1.0
MA1039.1,1558.1607,1358.1827559999997,0.0891089108910891,0.14928909952606637
MA1040.1,1726.7256,1693.1833990000005,0.39603960396039606,0.5907172995780592
MA1041.1,1130.2459,1225.5405669999998,0.7920792079207921,1.0
MA1042.1,1603.974,2338.0133870000004,1.0,1.0
MA1043.2,737.0162,1307.3917879999995,1.0,1.0
MA1044.2,1209.5382,1130.2808939999995,0.24752475247524752,0.3854625550660793
MA1045.2,1353.1148,2927.0289579999994,1.0,1.0
MA1046.1,1532.4324,2718.081365999998,1.0,1.0
MA1047.3,1594.8799999999999,1734.7301999999995,0.8217821782178217,1.0
MA1048.1,932.6293,791.5758369999998,0.07920792079207921,0.1339712918660287
MA1049.2,985.8331000000001,498.309556,0.009900990099009901,0.01832460732984293
MA1050.1,1099.8843,556.383119,0.009900990099009901,0.01832460732984293
MA1051.1,881.7332,439.122955,0.009900990099009901,0.01832460732984293
MA1053.1,965.01,446.10551499999997,0.009900990099009901,0.01832460732984293
MA1054.2,1150.5612,659.9987730000003,0.009900990099009901,0.01832460732984293
MA1055.3,1036.5516,1415.6187269999998,1.0,1.0
MA1056.2,801.6394,1045.4027580000009,1.0,1.0
MA1059.3,799.69703,1168.9379983999993,1.0,1.0
MA1061.2,2135.5134,737.7677090000001,0.009900990099009901,0.01832460732984293
MA1062.3,1217.10171,605.081551,0.009900990099009901,0.01832460732984293
MA1063.2,888.3108,552.6190279999998,0.009900990099009901,0.01832460732984293
MA1064.2,1324.1932,617.0890820000003,0.009900990099009901,0.01832460732984293
MA1065.3,1263.47497,602.0788437999998,0.009900990099009901,0.01832460732984293
MA1066.1,1065.54991,535.893385,0.009900990099009901,0.01832460732984293
MA1067.1,557.34696,420.0528383,0.04950495049504951,0.08515815085158152
MA1068.3,1569.88667,1575.1976750000001,0.5346534653465347,0.7761806981519508
MA1069.3,2429.99998,2275.9598782,0.21782178217821782,0.34375
MA1070.3,1678.2446,1727.634493,0.6435643564356436,0.9191919191919192
MA1074.2,2291.7573,1081.690704,0.009900990099009901,0.01832460732984293
MA1075.1,1493.0342,1050.331204,0.009900990099009901,0.01832460732984293
MA1076.3,1711.5646,1378.2635969999994,0.009900990099009901,0.01832460732984293
MA1078.2,992.7840000000001,671.6183759999999,0.009900990099009901,0.01832460732984293
MA1079.3,3634.68597,2672.5249533,0.009900990099009901,0.01832460732984293
MA1080.1,2057.5958,1566.0079690000005,0.009900990099009901,0.01832460732984293
MA1081.3,2034.9058,1359.0158290000004,0.009900990099009901,0.01832460732984293
MA1083.3,2160.9902,1643.1770960000003,0.009900990099009901,0.01832460732984293
MA1084.1,1536.7403,1083.5522159999998,0.009900990099009901,0.01832460732984293
MA1087.3,4526.3682,3216.843089100001,0.009900990099009901,0.01832460732984293
MA1090.2,1055.7359999999999,714.2054040000002,0.009900990099009901,0.01832460732984293
MA1091.1,3199.6154,2225.6757809999995,0.009900990099009901,0.01832460732984293
MA1093.2,996.72,674.2810800000001,0.009900990099009901,0.01832460732984293
MA1094.3,3670.54145,2607.4233237000008,0.009900990099009901,0.01832460732984293
MA1095.1,677.6832400000001,427.76921170000014,0.009900990099009901,0.01832460732984293
MA1096.1,689.3980300000001,482.99104020000016,0.009900990099009901,0.01832460732984293
MA1097.1,759.89902,392.08738879999987,0.009900990099009901,0.01832460732984293
MA1098.1,677.6832400000001,427.76921170000014,0.009900990099009901,0.01832460732984293
MA1156.2,11053.90924,4351.878009899999,0.009900990099009901,0.01832460732984293
MA1157.2,6055.92512,3221.2619905,0.009900990099009901,0.01832460732984293
MA1158.2,5809.5914,3192.864997199999,0.009900990099009901,0.01832460732984293
MA1159.2,13342.42382,5007.606444500002,0.009900990099009901,0.01832460732984293
MA1160.2,10083.04326,3375.0390563999977,0.009900990099009901,0.01832460732984293
MA1161.1,19610.292,12632.093746099998,0.009900990099009901,0.01832460732984293
MA1162.1,17526.58221,10777.909267699997,0.009900990099009901,0.01832460732984293
MA1163.3,3245.4431,3917.824665000001,0.9900990099009901,1.0
MA1164.2,3512.5594,2579.8034340000004,0.009900990099009901,0.01832460732984293
MA1165.3,3701.3811,2547.004974,0.009900990099009901,0.01832460732984293
MA1166.2,4788.17053,3911.0582366999997,0.009900990099009901,0.01832460732984293
MA1167.2,3196.7095,3589.815615,0.9702970297029703,1.0
MA1168.2,4052.1391,3904.0230870000005,0.25742574257425743,0.4
MA1169.1,2374.5846,3060.8157279999978,1.0,1.0
MA1170.2,1737.51404,2145.410447800001,1.0,1.0
MA1171.2,906.9843000000001,1338.3933539999998,1.0,1.0
MA1172.2,2390.0152,2356.2936889999987,0.46534653465346537,0.6854166666666667
MA1173.2,2800.346,2298.477399,0.009900990099009901,0.01832460732984293
MA1174.2,2067.3027,3408.661996,1.0,1.0
MA1175.2,1755.4255,3137.111922000001,1.0,1.0
MA1176.2,1541.4243,1877.3978029999998,1.0,1.0
MA1177.2,1269.23,1563.6889939999994,1.0,1.0
MA1178.3,1467.4417,1609.2994369999994,0.8316831683168316,1.0
MA1179.2,830.7255,1225.8618900000004,1.0,1.0
MA1180.2,2126.228,2066.3214359999997,0.33663366336633666,0.5151515151515151
MA1181.2,2866.3786,3993.5473670000006,1.0,1.0
MA1182.2,5699.00244,5934.972512000002,0.8613861386138614,1.0
MA1183.2,6278.93998,6278.0529001999985,0.5148514851485149,0.7536231884057971
MA1184.2,6167.3624,6483.5413770000005,0.9108910891089109,1.0
MA1185.2,5707.65036,6032.538373600005,0.900990099009901,1.0
MA1186.2,3843.1817,4104.913558000001,0.9207920792079208,1.0
MA1187.2,7094.93684,6250.182166399999,0.009900990099009901,0.01832460732984293
MA1188.1,6899.9229,5620.859498,0.009900990099009901,0.01832460732984293
MA1189.2,5166.8342,5755.0321859999995,0.9900990099009901,1.0
MA1190.2,6668.00057,6362.1525242000025,0.1188118811881188,0.1935483870967742
MA1191.2,5951.2756,6046.483807999999,0.6633663366336634,0.9398797595190382
MA1192.2,3215.3795,3757.542424999999,1.0,1.0
MA1193.2,4797.1961,5563.215342000001,1.0,1.0
MA1194.2,5670.4998,6086.980936000002,0.9504950495049505,1.0
MA1195.2,4734.4855,5363.727389999998,0.9900990099009901,1.0
MA1196.2,6764.7719,5155.126545,0.009900990099009901,0.01832460732984293
MA1197.2,848.6209,936.968263,0.7821782178217822,1.0
MA1198.2,4409.4148000000005,5192.043576000002,1.0,1.0
MA1199.1,5068.30312,3191.344368500001,0.009900990099009901,0.01832460732984293
MA1203.1,4821.59118,3001.0240002000005,0.009900990099009901,0.01832460732984293
MA1204.1,6993.44288,4920.645600999999,0.009900990099009901,0.01832460732984293
MA1205.1,7991.22792,4998.8177261,0.009900990099009901,0.01832460732984293
MA1207.2,3669.8003,2481.0177959999987,0.009900990099009901,0.01832460732984293
MA1208.2,5338.2111,5106.472088999999,0.18811881188118812,0.3009049773755656
MA1209.2,8994.2885,9736.035783,1.0,1.0
MA1210.3,4412.35,5104.234896,0.9900990099009901,1.0
MA1211.2,6644.6267,7813.005870000002,1.0,1.0
MA1212.2,5533.1784,6677.5559969999995,1.0,1.0
MA1213.3,5031.214,5839.080946000001,1.0,1.0
MA1214.2,6102.6968,6786.914843000001,0.9801980198019802,1.0
MA1215.2,8378.2504,8681.673089999998,0.801980198019802,1.0
MA1218.2,1180.002,1107.5914520000003,0.22772277227722773,0.3577777777777778
MA1219.3,1257.1016,767.1956699999998,0.009900990099009901,0.01832460732984293
MA1220.2,1249.3478,947.0904740000001,0.019801980198019802,0.035175879396984924
MA1221.1,2663.95439,459.24274810000003,0.009900990099009901,0.01832460732984293
MA1222.1,3182.27321,626.2700366000003,0.009900990099009901,0.01832460732984293
MA1223.2,1021.43991,961.1020328999996,0.27722772277227725,0.4279475982532751
MA1225.1,3982.19814,423.11548270000014,0.009900990099009901,0.01832460732984293
MA1226.2,3518.77246,575.3173030999999,0.009900990099009901,0.01832460732984293
MA1227.3,1152.8138999999999,1111.8010649999997,0.36633663366336633,0.5498938428874734
MA1228.2,2430.92425,428.17895890000005,0.009900990099009901,0.01832460732984293
MA1229.2,1246.2566,956.9924539999998,0.019801980198019802,0.035175879396984924
MA1230.2,1050.06,945.4292320000001,0.19801980198019803,0.31460674157303375
MA1231.3,1032.4611,493.8778050000001,0.009900990099009901,0.01832460732984293
MA1232.2,1522.6957,579.8641990000001,0.009900990099009901,0.01832460732984293
MA1233.3,1187.5223,855.3130329999997,0.009900990099009901,0.01832460732984293
MA1234.2,1209.7431,773.1011399999998,0.009900990099009901,0.01832460732984293
MA1235.1,1074.5151,1122.7105899999997,0.6732673267326733,0.9500998003992016
MA1238.3,1277.742,1005.9901259999997,0.009900990099009901,0.01832460732984293
MA1239.2,3136.1814,428.8824429000001,0.009900990099009901,0.01832460732984293
MA1240.2,2421.93956,474.9260349000001,0.009900990099009901,0.01832460732984293
MA1241.2,982.50011,883.7240299000001,0.16831683168316833,0.2698412698412699
MA1242.1,2983.45374,557.5379100000002,0.009900990099009901,0.01832460732984293
MA1243.2,1472.9394,1108.7969190000001,0.009900990099009901,0.01832460732984293
MA1244.2,1944.62096,509.63977059999996,0.009900990099009901,0.01832460732984293
MA1245.3,1823.4882,464.33349899999985,0.009900990099009901,0.01832460732984293
MA1246.2,2239.2274,456.4932209999999,0.009900990099009901,0.01832460732984293
MA1247.2,2050.19715,440.6540236999998,0.009900990099009901,0.01832460732984293
MA1248.2,1676.8184,704.5044809999998,0.009900990099009901,0.01832460732984293
MA1250.2,3348.09108,564.1418670999999,0.009900990099009901,0.01832460732984293
MA1251.2,1263.54522,870.6766703999995,0.009900990099009901,0.01832460732984293
MA1252.2,2156.18183,484.4735931,0.009900990099009901,0.01832460732984293
MA1253.2,1133.6691,1006.4779689999999,0.16831683168316833,0.2698412698412699
MA1256.2,1785.19703,539.9512622999999,0.009900990099009901,0.01832460732984293
MA1257.2,4250.60588,409.7375852,0.009900990099009901,0.01832460732984293
MA1258.2,1286.0894,961.4701329999999,0.009900990099009901,0.01832460732984293
MA1259.2,1367.6662000000001,836.0058040000002,0.009900990099009901,0.01832460732984293
MA1260.2,1640.15208,783.6177120000002,0.009900990099009901,0.01832460732984293
MA1261.2,1646.9208,621.3288480000002,0.009900990099009901,0.01832460732984293
MA1262.2,2891.24231,477.2182394999999,0.009900990099009901,0.01832460732984293
MA1263.2,1390.787,709.7156610000001,0.009900990099009901,0.01832460732984293
MA1264.2,2605.13635,424.89911950000004,0.009900990099009901,0.01832460732984293
MA1265.3,1277.262,773.240859,0.009900990099009901,0.01832460732984293
MA1266.2,1845.8937,491.944702,0.009900990099009901,0.01832460732984293
MA1267.2,35317.2603,9823.015242000001,0.009900990099009901,0.01832460732984293
MA1268.2,33553.66804,9489.1560345,0.009900990099009901,0.01832460732984293
MA1269.2,7784.2139,6206.715250000001,0.009900990099009901,0.01832460732984293
MA1270.2,17834.6829,7088.457989,0.009900990099009901,0.01832460732984293
MA1273.2,12133.9357,5184.525681,0.009900990099009901,0.01832460732984293
MA1274.1,75983.2177,12789.280383099995,0.009900990099009901,0.01832460732984293
MA1275.2,5553.0163999999995,5208.470530999998,0.1188118811881188,0.1935483870967742
MA1276.2,7498.0,4992.15,0.009900990099009901,0.01832460732984293
MA1277.2,16874.0408,6852.759183,0.009900990099009901,0.01832460732984293
MA1278.2,24197.5424,7857.048202000002,0.009900990099009901,0.01832460732984293
MA1279.2,18287.2703,7322.379960999996,0.009900990099009901,0.01832460732984293
MA1280.2,7764.733200000001,5169.740310000001,0.009900990099009901,0.01832460732984293
MA1281.2,38762.16831,9311.623598,0.009900990099009901,0.01832460732984293
MA1282.2,723.28932,506.26323190000005,0.009900990099009901,0.01832460732984293
MA1283.2,162.8201912,33.486742801999995,0.009900990099009901,0.01832460732984293
MA1284.2,790.37818,469.409549,0.009900990099009901,0.01832460732984293
MA1285.2,1129.88589,543.3444131,0.009900990099009901,0.01832460732984293
MA1286.2,911.3623,635.388912,0.009900990099009901,0.01832460732984293
MA1287.2,1144.51544,633.2410176999999,0.009900990099009901,0.01832460732984293
MA1288.2,1045.93934,597.7239592999999,0.009900990099009901,0.01832460732984293
MA1289.2,792.4389199999999,583.8769574999999,0.009900990099009901,0.01832460732984293
MA1290.1,966.71078,579.1703812999997,0.009900990099009901,0.01832460732984293
MA1291.1,1087.68213,579.8829211,0.009900990099009901,0.01832460732984293
MA1292.2,2551.2729,2963.9273498000002,1.0,1.0
MA1293.2,1871.28806,2247.0839639999995,0.9900990099009901,1.0
MA1294.2,1966.6047,2345.7739610000003,0.9801980198019802,1.0
MA1295.2,1846.7576000000001,1361.1974619999999,0.009900990099009901,0.01832460732984293
MA1296.2,2752.74536,1813.6692374999993,0.009900990099009901,0.01832460732984293
MA1297.2,3579.15857,2226.557958799999,0.009900990099009901,0.01832460732984293
MA1298.2,3716.499,2857.291936,0.009900990099009901,0.01832460732984293
MA1299.2,3646.72424,2335.570832800001,0.009900990099009901,0.01832460732984293
MA1300.2,1912.5983,1613.3539410000005,0.0297029702970297,0.0521091811414392
MA1301.2,3616.4984,2589.73714,0.009900990099009901,0.01832460732984293
MA1302.2,2830.28953,2101.1864921,0.009900990099009901,0.01832460732984293
MA1303.2,3220.54757,2476.4422001,0.009900990099009901,0.01832460732984293
MA1304.2,4660.2498,3353.6509929999993,0.009900990099009901,0.01832460732984293
MA1305.2,2262.1055,1819.6362799999995,0.009900990099009901,0.01832460732984293
MA1306.2,3428.53053,2452.5199174999993,0.009900990099009901,0.01832460732984293
MA1307.3,2001.5253,1339.2848469999997,0.009900990099009901,0.01832460732984293
MA1308.2,2153.24084,1818.2268737999993,0.009900990099009901,0.01832460732984293
MA1309.1,3885.3484,2558.2356999999993,0.009900990099009901,0.01832460732984293
MA1310.2,1950.9271,1646.9375460000003,0.0297029702970297,0.0521091811414392
MA1311.3,1008.5360000000001,682.2746039999998,0.009900990099009901,0.01832460732984293
MA1312.2,2167.0255,1641.987518,0.009900990099009901,0.01832460732984293
MA1313.2,3519.34784,2213.4697811999995,0.009900990099009901,0.01832460732984293
MA1314.2,2856.04558,2123.5904995,0.009900990099009901,0.01832460732984293
MA1315.2,3287.77323,2305.4146848000005,0.009900990099009901,0.01832460732984293
MA1316.2,4074.84693,3010.9966041000007,0.009900990099009901,0.01832460732984293
MA1317.2,3816.60613,3266.0880325000007,0.0297029702970297,0.0521091811414392
MA1318.2,3411.27295,2316.604087500001,0.009900990099009901,0.01832460732984293
MA1320.2,797.84207,1131.7813761999996,1.0,1.0
MA1321.2,859.4685000000001,1217.2356890000003,1.0,1.0
MA1322.3,536.3538,739.7757899999998,0.9900990099009901,1.0
MA1323.2,2360.9077,1707.0922809999995,0.009900990099009901,0.01832460732984293
MA1324.1,1715.8058,1345.5896379999997,0.019801980198019802,0.035175879396984924
MA1325.2,1548.9553,2115.8059699999994,1.0,1.0
MA1326.2,3541.1161,3848.7832609999987,0.9108910891089109,1.0
MA1328.1,11795.4319,11419.874925999995,0.22772277227722773,0.3577777777777778
MA1329.3,8577.3005,8868.004199999998,0.7524752475247525,1.0
MA1330.2,9973.686,10301.145574999995,0.8415841584158416,1.0
MA1331.2,1929.8330799999999,754.1560595,0.009900990099009901,0.01832460732984293
MA1332.2,1524.42495,680.1181913000001,0.009900990099009901,0.01832460732984293
MA1333.2,2678.63694,862.5175910999999,0.009900990099009901,0.01832460732984293
MA1334.2,1441.5458,932.7651547999999,0.009900990099009901,0.01832460732984293
MA1335.1,1927.77221,1513.5054851,0.009900990099009901,0.01832460732984293
MA1336.2,1538.13697,1501.6665847,0.4158415841584158,0.6189473684210526
MA1337.2,1498.96964,916.7447534999998,0.009900990099009901,0.01832460732984293
MA1338.3,3074.64469,918.7265726000002,0.009900990099009901,0.01832460732984293
MA1339.1,1107.12374,651.9145493,0.009900990099009901,0.01832460732984293
MA1340.2,2070.1661,990.8174716,0.009900990099009901,0.01832460732984293
MA1341.2,1418.84853,927.9274448999998,0.009900990099009901,0.01832460732984293
MA1343.2,794.4238,1048.0483630000003,0.9900990099009901,1.0
MA1344.2,2799.16565,1170.5560668,0.009900990099009901,0.01832460732984293
MA1345.2,1424.48483,897.2848365999998,0.009900990099009901,0.01832460732984293
MA1346.2,1663.3330799999999,1444.0273236999992,0.09900990099009901,0.16431924882629106
MA1348.1,1421.09114,1388.0699075,0.36633663366336633,0.5498938428874734
MA1349.2,2492.99945,895.3624130000003,0.009900990099009901,0.01832460732984293
MA1350.1,1005.84128,567.9865593,0.009900990099009901,0.01832460732984293
MA1351.3,1846.2914,955.5711839999997,0.009900990099009901,0.01832460732984293
MA1352.1,-1125.2998556,-909.124152265,0.9900990099009901,1.0
MA1353.2,5409.2286,2532.4781049000007,0.009900990099009901,0.01832460732984293
MA1354.1,-7066.124202,-5188.478967381002,1.0,1.0
MA1355.2,4215.50113,2518.4948664000003,0.009900990099009901,0.01832460732984293
MA1356.1,1879.6666008,543.2675785250001,0.009900990099009901,0.01832460732984293
MA1357.2,2469.78733,1711.9884696000008,0.009900990099009901,0.01832460732984293
MA1358.2,2141.3856,1385.0038920000004,0.009900990099009901,0.01832460732984293
MA1361.2,2127.05301,1026.7075165,0.009900990099009901,0.01832460732984293
MA1362.2,2526.8895,1138.8123280000002,0.009900990099009901,0.01832460732984293
MA1363.1,1995.01172,694.9190095999999,0.009900990099009901,0.01832460732984293
MA1364.2,2510.0913,820.63201,0.009900990099009901,0.01832460732984293
MA1365.3,3068.0,2700.88,0.06930693069306931,0.11835748792270533
MA1366.2,4779.6886,4369.221416,0.039603960396039604,0.06896551724137932
MA1367.2,3714.123,1805.7040080000008,0.009900990099009901,0.01832460732984293
MA1368.3,2710.44369,3346.0060330999986,1.0,1.0
MA1369.2,5359.4899000000005,7339.111465,1.0,1.0
MA1370.2,6527.75018,2793.8394848000007,0.009900990099009901,0.01832460732984293
MA1371.2,9579.51477,3459.3807065999995,0.009900990099009901,0.01832460732984293
