motif_id,Real_Score_Sum,Shuffled_Mean_Score,P_Value,Adjusted_P,Score_Difference,Significant
MA2061.1,4225.8036,1366.2625020000007,0.0099009900990099,0.0162037037037037,2859.5410979999997,True
MA2406.1,4159.9551,1355.5363290000005,0.0099009900990099,0.0162037037037037,2804.4187709999997,True
MA2009.2,8188.78903,5414.612915599999,0.0099009900990099,0.0162037037037037,2774.176114400001,True
MA1351.3,4473.1596,1705.396351,0.0099009900990099,0.0162037037037037,2767.7632489999996,True
MA1740.2,4093.1001,1339.6429080000005,0.0099009900990099,0.0162037037037037,2753.457192,True
MA0994.3,3537.56028,798.0744224000002,0.0099009900990099,0.0162037037037037,2739.4858575999997,True
MA1025.2,4053.1703,1317.8879440000003,0.0099009900990099,0.0162037037037037,2735.2823559999997,True
MA1363.1,3927.35973,1201.6066574999998,0.0099009900990099,0.0162037037037037,2725.7530725000006,True
MA0932.1,22721.316,19997.58048,0.0099009900990099,0.0162037037037037,2723.7355199999984,True
MA1811.2,4103.5675,1438.1708839999994,0.0099009900990099,0.0162037037037037,2665.396616000001,True
MA1361.2,4496.46035,1838.735888,0.0099009900990099,0.0162037037037037,2657.724462,True
MA1246.2,3449.7433,793.6126470000003,0.0099009900990099,0.0162037037037037,2656.1306529999997,True
MA0128.1,4351.9294,1707.146301,0.0099009900990099,0.0162037037037037,2644.783099,True
MA2407.1,3792.9774,1153.483986,0.0099009900990099,0.0162037037037037,2639.4934140000005,True
MA1228.2,3361.59115,726.3959423,0.0099009900990099,0.0162037037037037,2635.1952077,True
MA2040.2,3619.5182,984.9599030000002,0.0099009900990099,0.0162037037037037,2634.5582969999996,True
MA1269.2,15213.5914,12579.299585,0.0099009900990099,0.0162037037037037,2634.2918149999987,True
MA1808.2,4058.5654,1424.6876630000008,0.0099009900990099,0.0162037037037037,2633.877736999999,True
MA1790.1,6398.2095,3810.5036409999993,0.0099009900990099,0.0162037037037037,2587.7058590000006,True
MA0560.2,3318.3282,739.7677950000001,0.0099009900990099,0.0162037037037037,2578.5604049999997,True
MA2035.2,6844.24217,4270.522282599999,0.0099009900990099,0.0162037037037037,2573.7198874000014,True
MA1367.2,5926.0176,3365.775962,0.0099009900990099,0.0162037037037037,2560.241638,True
MA2048.2,6125.1238,3585.0781239999988,0.0099009900990099,0.0162037037037037,2540.0456760000015,True
MA1734.1,5267.49192,2745.4993765000004,0.0099009900990099,0.0162037037037037,2521.9925435,True
MA1240.2,3341.48639,827.0286492999996,0.0099009900990099,0.0162037037037037,2514.4577407000006,True
MA1199.1,8706.12123,6193.743802599996,0.0099009900990099,0.0162037037037037,2512.3774274000043,True
MA2067.1,3746.49762,1245.5356007,0.0099009900990099,0.0162037037037037,2500.9620193,True
MA1783.1,8963.96769,6500.1273092,0.0099009900990099,0.0162037037037037,2463.8403807999994,True
MA1091.1,6736.9038,4274.481270000001,0.0099009900990099,0.0162037037037037,2462.422529999999,True
MA1188.1,13642.3461,11197.305896,0.0099009900990099,0.0162037037037037,2445.040204000001,True
MA2013.2,3147.30615,715.25595,0.0099009900990099,0.0162037037037037,2432.0501999999997,True
MA0957.1,3953.2136,1551.7138859999998,0.0099009900990099,0.0162037037037037,2401.4997140000005,True
MA0960.1,3361.63958,978.7228594,0.0099009900990099,0.0162037037037037,2382.9167206,True
MA2039.2,3384.9504,1003.7376539999996,0.0099009900990099,0.0162037037037037,2381.2127460000006,True
MA1355.2,7209.16587,4835.422938300001,0.0099009900990099,0.0162037037037037,2373.7429316999987,True
MA1252.2,3180.84927,832.4543197999997,0.0099009900990099,0.0162037037037037,2348.3949502000005,True
MA1738.1,6580.2123,4269.222201999997,0.0099009900990099,0.0162037037037037,2310.990098000003,True
MA2371.1,6580.2123,4269.222201999997,0.0099009900990099,0.0162037037037037,2310.990098000003,True
MA1784.1,5531.78669,3238.674425600001,0.0099009900990099,0.0162037037037037,2293.112264399999,True
MA1357.2,5462.07544,3176.8801538,0.0099009900990099,0.0162037037037037,2285.1952862,True
MA1331.2,3637.43931,1359.9292293999997,0.0099009900990099,0.0162037037037037,2277.5100806000005,True
MA1834.2,3229.389,954.9972750000004,0.0099009900990099,0.0162037037037037,2274.3917249999995,True
MA1247.2,3035.22772,768.6499697000003,0.0099009900990099,0.0162037037037037,2266.5777502999995,True
MA1768.2,5375.5424,3120.595714,0.0099009900990099,0.0162037037037037,2254.946686,True
MA1356.1,3297.7725586,1063.535934564,0.0099009900990099,0.0162037037037037,2234.236624036,True
MA1081.3,4783.9273,2552.880731999999,0.0099009900990099,0.0162037037037037,2231.046568000001,True
MA1663.3,6267.2067,4039.900507000001,0.0099009900990099,0.0162037037037037,2227.3061929999985,True
MA1665.3,5907.6297,3698.065709000002,0.0099009900990099,0.0162037037037037,2209.5639909999986,True
MA2423.1,3518.04009,1311.5071457,0.0099009900990099,0.0162037037037037,2206.5329443,True
MA1789.1,5810.6549,3616.182002,0.0099009900990099,0.0162037037037037,2194.4728980000004,True
MA1307.3,4696.9357,2516.598343,0.0099009900990099,0.0162037037037037,2180.337357,True
MA1305.2,5640.9377,3466.2089009999995,0.0099009900990099,0.0162037037037037,2174.728799000001,True
MA0566.1,3753.3468,1581.3486299999995,0.0099009900990099,0.0162037037037037,2171.9981700000003,True
MA1000.3,2959.62208,801.0563877000002,0.0099009900990099,0.0162037037037037,2158.5656922999997,True
MA1754.2,2892.24655,764.4733765000002,0.0099009900990099,0.0162037037037037,2127.7731734999998,True
MA0976.3,2880.77446,776.3841101000003,0.0099009900990099,0.0162037037037037,2104.3903499,True
MA2021.2,3381.756,1292.1180819999995,0.0099009900990099,0.0162037037037037,2089.6379180000004,True
MA1187.2,14823.77019,12745.637009400005,0.0099009900990099,0.0162037037037037,2078.1331805999944,True
MA0977.1,9490.16,7417.533716000001,0.0099009900990099,0.0162037037037037,2072.626283999999,True
MA1762.2,5582.2306,3510.5641199999995,0.0099009900990099,0.0162037037037037,2071.6664800000003,True
MA1244.2,2948.3796,878.8511931,0.0099009900990099,0.0162037037037037,2069.5284069,True
MA1312.2,5126.2718,3057.946479,0.0099009900990099,0.0162037037037037,2068.3253210000003,True
MA1831.2,2941.9358,879.891731,0.0099009900990099,0.0162037037037037,2062.044069,True
MA1362.2,4097.79,2059.025829,0.0099009900990099,0.0162037037037037,2038.7641709999998,True
MA1308.2,5516.54221,3482.3121736,0.0099009900990099,0.0162037037037037,2034.2300363999998,True
MA2005.2,4130.77046,2099.7211586000003,0.0099009900990099,0.0162037037037037,2031.0493013999994,True
MA2424.1,3451.16368,1443.0559054999994,0.0099009900990099,0.0162037037037037,2008.1077745000007,True
MA1295.2,4511.894,2518.868191000001,0.0099009900990099,0.0162037037037037,1993.0258089999993,True
MA2045.2,7497.66159,5509.906237500003,0.0099009900990099,0.0162037037037037,1987.7553524999967,True
MA2019.2,5128.9311,3161.629339,0.0099009900990099,0.0162037037037037,1967.3017609999997,True
MA2404.1,4099.2049,2132.634938000001,0.0099009900990099,0.0162037037037037,1966.5699619999987,True
MA1030.2,4099.2049,2132.634938000001,0.0099009900990099,0.0162037037037037,1966.5699619999987,True
MA1819.2,2576.5204,624.124636,0.0099009900990099,0.0162037037037037,1952.3957639999999,True
MA1245.3,2727.1835,784.2409350000003,0.0099009900990099,0.0162037037037037,1942.9425649999998,True
MA2024.2,4324.84076,2389.0872304000004,0.0099009900990099,0.0162037037037037,1935.7535295999996,True
MA1001.4,2735.39714,800.6410642000004,0.0099009900990099,0.0162037037037037,1934.7560757999995,True
MA1083.3,5018.2661,3088.7926579999994,0.0099009900990099,0.0162037037037037,1929.4734420000004,True
MA1080.1,4839.9001,2938.014985000001,0.0099009900990099,0.0162037037037037,1901.8851149999987,True
MA1005.3,2701.06792,814.6868137000002,0.0099009900990099,0.0162037037037037,1886.3811062999998,True
MA2033.2,6747.51568,4863.5478852000015,0.0099009900990099,0.0162037037037037,1883.967794799999,True
MA1833.2,2399.91573,516.4994581000001,0.0099009900990099,0.0162037037037037,1883.4162719,True
MA1417.2,3577.37971,1694.7713156999991,0.0099009900990099,0.0162037037037037,1882.608394300001,True
MA2344.1,20759.48563,18889.2707227,0.0099009900990099,0.0162037037037037,1870.2149073,True
MA1266.2,2686.8785,826.8028289999999,0.0099009900990099,0.0162037037037037,1860.075671,True
MA2422.1,3771.252,1912.662982,0.0099009900990099,0.0162037037037037,1858.589018,True
MA1062.3,2903.03067,1076.3256980999995,0.0099009900990099,0.0162037037037037,1826.7049719000006,True
MA1065.3,2873.11475,1064.3453815999997,0.0099009900990099,0.0162037037037037,1808.7693684000005,True
MA1772.2,6603.7049,4794.982911,0.0099009900990099,0.0162037037037037,1808.7219889999997,True
MA1334.2,3492.62157,1687.5357706000002,0.0099009900990099,0.0162037037037037,1805.0857993999996,True
MA1358.2,4334.9163,2532.639909000001,0.0099009900990099,0.0162037037037037,1802.276390999999,True
MA0584.2,7904.214,6125.585114999999,0.0099009900990099,0.0162037037037037,1778.628885000001,True
MA0964.3,3842.1628,2064.793042,0.0099009900990099,0.0162037037037037,1777.3697580000003,True
MA1310.2,4884.8385,3120.160168000001,0.0099009900990099,0.0162037037037037,1764.678331999999,True
MA1775.2,4024.7766,2263.408551000001,0.0099009900990099,0.0162037037037037,1761.3680489999992,True
MA1774.2,5367.8346,3615.911201,0.0099009900990099,0.0162037037037037,1751.9233990000002,True
MA2092.1,4291.4,2546.917808,0.0099009900990099,0.0162037037037037,1744.4821919999995,True
MA1341.2,3431.57548,1690.8494108,0.0099009900990099,0.0162037037037037,1740.7260692,True
MA1300.2,4791.2239,3055.167481999999,0.0099009900990099,0.0162037037037037,1736.056418000001,True
MA1770.2,5806.7047,4082.93781,0.0099009900990099,0.0162037037037037,1723.7668900000003,True
MA1820.2,2241.95794,527.4846227999994,0.0099009900990099,0.0162037037037037,1714.4733172000003,True
MA1248.2,2893.6824,1179.7956020000006,0.0099009900990099,0.0162037037037037,1713.8867979999995,True
MA1256.2,2626.48507,917.7726694999998,0.0099009900990099,0.0162037037037037,1708.7124005000005,True
MA1074.2,3620.5461,1920.5464590000008,0.0099009900990099,0.0162037037037037,1699.9996409999992,True
MA0550.3,3252.5298900000003,1556.2041154000003,0.0099009900990099,0.0162037037037037,1696.3257746,True
MA1345.2,3283.98527,1612.2100659000002,0.0099009900990099,0.0162037037037037,1671.7752040999999,True
MA2074.1,2540.8368,869.5747970000002,0.0099009900990099,0.0162037037037037,1671.2620029999998,True
MA2078.1,2519.1797,849.7363149999999,0.0099009900990099,0.0162037037037037,1669.4433850000003,True
MA1666.3,5752.0538,4086.519976999999,0.0099009900990099,0.0162037037037037,1665.5338230000007,True
MA1817.2,2165.96978,518.7454693000001,0.0099009900990099,0.0162037037037037,1647.2243107,True
MA1745.2,3446.903,1800.4548449999995,0.0099009900990099,0.0162037037037037,1646.4481550000003,True
MA0992.3,2617.28134,978.0592957,0.0099009900990099,0.0162037037037037,1639.2220443,True
MA1810.2,4631.2442,2999.3645650000003,0.0099009900990099,0.0162037037037037,1631.8796349999998,True
MA1661.2,6780.8292,5150.002406000002,0.0099009900990099,0.0162037037037037,1630.8267939999978,True
MA1075.1,3519.501,1909.6572149999995,0.0099009900990099,0.0162037037037037,1609.8437850000007,True
MA1773.2,5763.0665,4153.650581,0.0099009900990099,0.0162037037037037,1609.415919,True
MA1332.2,2837.92409,1235.8577345000006,0.0099009900990099,0.0162037037037037,1602.0663554999994,True
MA1673.2,3133.4743,1538.338934,0.0099009900990099,0.0162037037037037,1595.1353659999997,True
MA2350.1,2964.534,1378.5779,0.0099009900990099,0.0162037037037037,1585.9561,True
MA0961.2,2964.534,1378.5779,0.0099009900990099,0.0162037037037037,1585.9561,True
MA1337.2,3229.34794,1645.1662906999998,0.0099009900990099,0.0162037037037037,1584.1816493000003,True
MA1791.1,6162.45918,4586.717314899998,0.0099009900990099,0.0162037037037037,1575.7418651000016,True
MA2047.2,4182.2568,2616.2339759999995,0.0099009900990099,0.0162037037037037,1566.0228240000006,True
MA2053.2,5048.4481,3485.534623999999,0.0099009900990099,0.0162037037037037,1562.9134760000006,True
MA1261.2,2618.9466,1066.623848,0.0099009900990099,0.0162037037037037,1552.3227520000003,True
MA2050.2,4141.3032,2590.615224000001,0.0099009900990099,0.0162037037037037,1550.6879759999993,True
MA1165.3,6518.4732,4982.33688,0.0099009900990099,0.0162037037037037,1536.1363200000005,True
MA2372.1,5380.5078,3846.9925670000007,0.0099009900990099,0.0162037037037037,1533.5152329999996,True
MA2036.2,4090.1436,2558.612052000001,0.0099009900990099,0.0162037037037037,1531.531547999999,True
MA2010.2,4079.7432,2552.1060240000006,0.0099009900990099,0.0162037037037037,1527.6371759999993,True
MA2044.2,4076.4384,2550.038688000001,0.0099009900990099,0.0162037037037037,1526.399711999999,True
MA1232.2,2467.4083,967.230442,0.0099009900990099,0.0162037037037037,1500.177858,True
MA1815.2,2711.9766,1211.8308500000005,0.0099009900990099,0.0162037037037037,1500.1457499999995,True
MA1287.2,2606.68141,1118.1988759000003,0.0099009900990099,0.0162037037037037,1488.4825340999998,True
MA1076.3,4033.4158,2546.925457,0.0099009900990099,0.0162037037037037,1486.4903430000004,True
MA1328.1,25280.0432,23800.653894000006,0.0099009900990099,0.0162037037037037,1479.3893059999937,True
MA2416.1,2053.7814,586.7698615000003,0.0099009900990099,0.0162037037037037,1467.0115384999995,True
MA1285.2,2413.61494,949.7566643999996,0.0099009900990099,0.0162037037037037,1463.8582756000003,True
MA1339.1,2611.67439,1154.0622215000003,0.0099009900990099,0.0162037037037037,1457.6121684999998,True
MA1084.1,3439.0736,1986.96189,0.0099009900990099,0.0162037037037037,1452.1117100000001,True
MA1818.1,2174.63431,728.6660677000003,0.0099009900990099,0.0162037037037037,1445.9682422999995,True
MA1685.2,3148.45781,1704.7182590999996,0.0099009900990099,0.0162037037037037,1443.7395509000003,True
MA2030.2,4552.5794,3128.8775920000003,0.0099009900990099,0.0162037037037037,1423.7018079999993,True
MA1832.2,2110.24531,687.9158074,0.0099009900990099,0.0162037037037037,1422.3295025999998,True
MA2068.1,2937.1419,1517.3620280000002,0.0099009900990099,0.0162037037037037,1419.7798719999998,True
